"","Breast_GSM133995","Breast_GSM134000","Breast_GSM134005","Breast_GSM134010","Breast_GSM134015"
"118471_PRAP1",5.81,5.54,5.48,5.51,5.86
"118472_ZNF511",7.04,7.37,6.29,5.67,6.25
"118611_C10orf90",4.67,4.05,4.54,4.27,4.48
"118663_BTBD16",4.19,3.68,3.86,3.92,3.88
"118932_ANKRD22",3.81,3.64,3.52,3.53,4.78
"119392_SFR1",5.58,5.62,5.35,4.63,5.02
"119467_CLRN3",3.92,3.79,4.11,3.82,4.12
"119504_ANAPC16",6.57,6.6,5.44,5.08,5.73
"119710_C11orf74",2.61,2.61,3.06,2.46,3.56
"120224_TMEM45B",2.76,2.77,2.81,2.72,4.95
"121355_GTSF1",4.15,4.43,4.47,4.39,4.15
"122402_TDRD9",2.57,2.54,2.43,2.62,2.66
"122416_ANKRD9",5.91,6.37,5.87,6.24,6.27
"122970_ACOT4",5.3,4.74,3.8,4.48,7.65
"123920_CMTM3",4.47,5.14,5.8,4.68,4.21
"124512_METTL23",6.84,7.31,6.55,5.57,7.63
"124976_SPNS2",6.91,6.2,6.05,6.46,7.1
"125058_TBC1D16",5.52,5.64,5.49,6.02,6.25
"126299_ZNF428",6.91,7.72,7.41,7.32,6.35
"126321_MFSD12",7.85,7.84,7.82,7.96,7.46
"126353_MISP",6.38,5.3,5.15,6.03,6.29
"126393_HSPB6",4.57,3.43,6.04,3.52,3.79
"127018_LYPLAL1",3.63,3.59,3.32,3.24,3.1
"127281_FAM213B",4.83,5.33,4.81,4.8,4.6
"127602_DNAH14",5.28,5.46,5.58,4.49,5.36
"127845_GOLT1A",6.34,3.58,3.7,4.18,4.97
"128338_DRAM2",4.06,5.61,5.09,4.65,4.77
"129607_CMPK2",2.67,2.74,2.66,3.3,2.87
"130497_OSR1",4.03,4.46,5.33,3.25,3.52
"131566_DCBLD2",4.01,4.96,5.19,4.8,4.04
"131578_LRRC15",4.48,4.65,4.57,4.32,4.3
"131583_FAM43A",5.05,5.02,7.43,6.17,5.03
"131616_TMEM42",4.68,6.49,6.13,5.19,5.88
"132299_OCIAD2",6.57,8.18,5.45,5.38,6.55
"133418_EMB",2.92,2.2,3.69,2.49,2.53
"134147_CMBL",4.05,4.07,3.66,3.27,4.09
"134265_AFAP1L1",3.49,4.12,4.19,3.62,3.47
"134510_UBLCP1",3.13,4.13,3.46,2.79,2.47
"135293_PM20D2",4.51,5.52,4.33,5.38,4.66
"135398_C6orf141",4.53,3.6,3.33,3.94,4.34
"137392_FAM92A1",3.54,5.1,5.29,4.83,3.58
"137964_GPAT4",3.58,3.77,4.49,5.21,3.64
"138255_C9orf135",4.94,3.38,3.33,3.5,4.47
"139170_DCAF12L1",3.83,3.79,3.74,3.77,3.62
"139322_APOOL",5.87,6.7,6.1,6.59,6.04
"139341_FUNDC1",5.12,6.84,5.09,5.19,6.74
"139596_UPRT",4.09,4.99,3.81,4.09,3.67
"139818_DOCK11",3.23,2.81,2.64,3.14,3.18
"139886_SPIN4",5.45,7.11,6.16,5.98,6.23
"140462_ASB9",3.32,3.22,2.96,3.11,3.18
"140576_S100A16",9.86,9.49,9.58,7.29,10.29
"140606_SELM",6.05,6.91,8.64,7.17,7.14
"140690_CTCFL",3.27,2.36,2.86,2.75,2.63
"140733_MACROD2",3.97,2.93,3.29,3.51,3.48
"140735_DYNLL2",6.82,7.35,6.86,5.27,6.98
"140739_UBE2F",3.44,4.36,4.73,4.68,3.34
"140809_SRXN1",4.15,5.05,5.15,3.86,4.12
"143884_CWF19L2",4.65,6.19,6.15,5.89,5.84
"143888_KDELC2",4.22,5.45,5.24,4.7,4.73
"143903_LAYN",4.22,7.2,5.26,4.4,4.34
"144406_WDR66",3.73,3.09,3.32,3.05,3.64
"144455_E2F7",4.66,6.42,5.4,5.09,4.26
"145282_MIPOL1",2.81,2.54,4.49,3.01,2.79
"145482_PTGR2",7.23,6.91,5.04,6.51,7.43
"145864_HAPLN3",6.14,5.99,6.72,6.24,6.02
"146330_FBXL16",4.22,3.16,3.22,3.95,3.41
"146760_RTN4RL1",6.44,4.77,4.99,7.33,5.92
"147040_KCTD11",5.46,5.92,6.51,5.65,6.09
"147111_NOTUM",6.95,6.67,6.82,6.79,6.89
"148170_CDC42EP5",5.1,3.7,4.57,4.15,4.35
"148203_ZNF738",6.33,6.3,6.22,6.16,5.44
"148206_ZNF714",3.51,3.66,3.63,3.29,2.7
"149076_ZNF362",6.34,5.63,6.54,6.04,5.78
"149111_CNIH3",3.22,3.03,2.7,2.56,2.86
"149175_MANEAL",6.21,6.5,6.94,5.74,6.84
"149345_SHISA4",6,6.89,8.63,6.17,7.1
"149684_LOC149684",5.34,5.44,5.62,5.43,5.47
"150381_PRR34-AS1",7.11,7.88,8.43,7.13,6.84
"150864_FAM117B",5.71,5.38,5.26,5.23,5.18
"151011_SEPT10",3.71,7.72,6.51,5.2,4.87
"151176_FAM132B",5.41,5.97,6.51,5.6,5.11
"151194_METTL21A",4.16,3.97,4.36,3.66,3.5
"151242_PPP1R1C",4.1,3.84,3.58,3.62,3.9
"151473_SLC16A14",3.59,2.84,2.92,2.97,3.21
"151636_DTX3L",5.25,5.76,5.96,7.49,5.61
"151963_MB21D2",3.28,2.93,3.52,3.88,3.76
"152007_GLIPR2",5.87,5.87,6.27,5.51,5.32
"152789_JAKMIP1",2.86,2.61,2.6,2.75,2.78
"154796_AMOT",5.13,4.4,4.51,5.02,4.86
"155465_AGR3",3.15,2.63,2.68,2.77,5.65
"157285_SGK223",6.84,8,5.89,6.47,7.17
"157378_TMEM65",3.16,3.51,3.52,3.18,2.95
"162073_ITPRIPL2",5.83,6.48,6.9,6.67,5.83
"162967_ZNF320",4.67,5.84,5.29,5.39,5.45
"163126_EID2",4.03,5.39,4.75,4.04,4.16
"163732_CITED4",5.8,5.56,5.17,6.38,7.95
"163786_SASS6",4.9,7.2,6.01,6.36,5.61
"163859_SDE2",4.41,6.47,6.07,5.85,6.02
"164781_DAW1",2.85,2.98,2.85,3.3,3.35
"166336_PRICKLE2",5.3,6.17,7.31,6.55,5.09
"169792_GLIS3",3.45,3.5,4.03,4.1,3.62
"170689_ADAMTS15",5.5,8.05,5.58,7.29,5.84
"170712_COX7B2",2.9,2.3,2.65,2.74,3.01
"170954_PPP1R18",7.34,9.75,9.76,8.64,7.17
"170958_ZNF525",7.39,6.59,5.85,6.59,6.59
"171220_DSTNP2",5.45,5.76,7.3,5.81,7.27
"171392_ZNF675",3.89,3.87,3.33,2.92,3.09
"196051_PPAPDC1A",5.04,6.19,5.86,5.35,4.86
"196294_IMMP1L",6.52,6.8,6.08,5.28,7.44
"196383_RILPL2",4.96,6.52,5.28,4.75,5.78
"196527_ANO6",4.81,6.85,6.96,6.45,6.85
"197259_MLKL",4.4,3.92,3.72,4.01,4.3
"199857_ALG14",3.95,6.5,5.11,5.06,4.39
"200634_KRTCAP3",7.7,6.08,6.24,6.68,6.51
"200916_RPL22L1",5.92,5.48,5.18,4.68,5.59
"200958_MUC20",5.78,4.95,4.91,5.14,5.49
"201161_CENPV",6.2,7.31,7.26,7.52,6
"201254_STRA13",8.94,8.53,7.61,7.6,9.43
"201595_STT3B",5.66,6.52,6.29,6.07,5.14
"201799_TMEM154",3.86,4.13,3.29,2.89,3.2
"203068_TUBB",7.48,8.66,8.04,7.64,6.41
"203190_LGI3",5.99,5.44,5.44,5.65,5.68
"204851_HIPK1",7.78,6.49,5.9,5.71,5.24
"207063_DHRSX",3.16,5.09,3.87,3,3.16
"207107_SFTA1P",3.08,4.04,3.67,3.09,3.1
"219654_ZCCHC24",6.47,7.84,7.36,6.36,6.59
"219844_HYLS1",3.92,6.3,4.81,4.68,5.28
"219927_MRPL21",8.23,8.63,8.16,7.96,8.69
"220064_ORAOV1",3.87,4.3,4.9,3.35,4.68
"220323_OAF",7.94,7.99,8.09,7.52,7.36
"221061_FAM171A1",4.42,6.93,6.14,6.82,4.08
"221154_MICU2",4.57,5.43,4.45,4.93,4.75
"221395_ADGRF5",5.83,9.05,4.89,5.19,5.47
"221409_SPATS1",4.23,4.47,4.31,4.52,4.32
"221443_OARD1",5.99,7.24,5.3,4.14,5.25
"221687_RNF182",3.06,3.1,3.46,5.45,2.79
"221718_LINC00518",2.74,3.18,2.77,3.11,3.33
"221749_PXDC1",5.54,7.27,8.05,7.47,5.49
"222161_DKFZP586I1420",6.56,5.78,5.17,6.42,6.02
"222658_KCTD20",7.89,9.16,9.47,7.85,7.64
"223117_SEMA3D",2.66,2.32,3.04,4.83,2.93
"246777_SPESP1",4.5,3.09,4.04,3.15,3.44
"254427_PROSER2",2.73,4.04,2.85,2.59,2.51
"255738_PCSK9",4.41,4.43,4.09,5.05,4.11
"255758_TCTEX1D2",6.21,6.48,6.03,5.48,7.4
"283131_NEAT1",5.88,7.19,5.67,4.72,6.37
"283209_PGM2L1",4.53,5.77,6.59,5.29,3.94
"283229_CRACR2B",6.55,5.4,5.22,5.49,7.46
"283349_RASSF3",5.12,5.9,6.33,5.44,4.85
"283352_LOC283352",5.34,5.01,5.37,5.28,5.35
"283431_GAS2L3",3.87,3.88,4.67,5.05,3.15
"283483_LINC00551",5.5,8.05,6.66,7.68,6.86
"283489_CHAMP1",6.43,7.19,7.1,7.57,7.08
"283652_SLC24A5",3.4,2.93,2.94,3.22,3.64
"283683_LOC283683",2.99,3.2,3.59,3.28,3.37
"283688_LINC00927",3.89,3.73,4.15,3.19,3.79
"283951_C16orf91",6.68,6.7,6.59,6.93,7.36
"283981_LINC00685",5,4.95,4.86,5.86,6.49
"283987_HID1",8.24,6.08,6.01,6.04,9.1
"283991_UBALD2",6.84,7.95,7.17,6.74,6.92
"284119_PTRF",5.67,7.32,7.92,7.35,5.64
"284207_METRNL",6.15,4.69,5.64,4.94,6.12
"284454_LOC284454",7.02,9.14,9.23,9.92,7.3
"284611_FAM102B",8.23,7.42,6.06,5.82,5.74
"284996_RNF149",7.97,8.51,7.77,6.66,7.34
"285313_IGSF10",4.52,4.39,4.84,4.29,4.54
"285362_SUMF1",5.76,5.31,5.83,5.35,6.95
"285381_DPH3",5.34,5.85,5.66,5.38,5.1
"285533_RNF175",3.86,2.89,3.07,3.2,3.36
"286319_TUSC1",7.14,7.07,7.71,8.17,6.85
"286530_P2RY8",4.53,3.58,3.46,3.75,3.61
"317649_EIF4E3",3.08,3.29,3.21,3.54,4.09
"317671_RFESD",3.28,3.98,3.09,3.23,2.81
"339231_ARL16",4.36,5.81,5.38,4.54,5.39
"339541_C1orf228",6.73,6.48,6.39,6.4,6.49
"340273_ABCB5",4.3,3.8,4.29,4.12,4.09
"340371_NRBP2",3.79,4.83,5.76,5.38,4.46
"340542_BEX5",4.88,2.59,2.7,3.02,3.42
"342908_ZNF404",2.6,3,2.58,3.55,2.54
"343450_KCNT2",2.45,2.97,3.35,3.13,2.78
"343637_RSPO4",6.98,6.56,6.48,6.74,6.68
"344558_SH3RF3",5.05,6.57,6.32,5.74,5.28
"347252_IGFBPL1",4.17,5.33,4.45,4.19,4.28
"347733_TUBB2B",6.47,5.76,7.1,5.81,5.64
"347734_SLC35B2",9.24,9.53,9.33,9.19,8.99
"347735_SERINC2",7.61,8.37,7.13,7.1,8.85
"347862_PDDC1",7.51,9.92,8.59,8.28,8.85
"347902_AMIGO2",3,3.32,2.95,3.57,2.61
"347918_EP400NL",5.89,4.92,4.23,4.58,4.93
"359845_FAM101B",5.45,4.57,9.18,6.47,4.92
"374393_FAM111B",3.74,4.86,4.22,4.52,4.57
"374659_HDDC3",7.26,6.28,5.82,5.48,7.11
"374882_TMEM205",9.87,8.79,8.31,7.89,9.13
"375033_PEAR1",3.14,2.95,3.1,3.36,2.95
"375061_FAM89A",3.44,4.75,4.65,4.12,3.23
"375295_LINC01116",5.2,7.63,8.46,4.59,5.73
"375790_AGRN",8.08,8.46,8.34,7.35,9.05
"376267_RAB15",6.17,5.38,5.44,5.64,6.75
"387066_SNHG5",8.49,9.7,9.4,9.77,9.32
"387103_CENPW",5.25,6.96,6.63,7.78,5.74
"387882_C12orf75",5.03,7.83,7.68,5.8,4.78
"387914_SHISA2",3.38,4.5,3.26,7.34,4.33
"388115_C15orf52",3.86,5.64,4.26,4.58,4.01
"388507_ZNF788",3.36,4.75,4.61,4.13,3.5
"388753_COA6",5.65,6.95,6.6,7.08,6.45
"388796_SNHG17",6.36,7.07,6.86,7.49,6.73
"388962_BOLA3",8.28,8.58,7.9,7.12,7.39
"389023_DPP10-AS1",3.22,3.22,3.38,3.75,3.46
"389336_C5orf46",5.52,4.94,7.24,5.12,5.3
"389376_SFTA2",4.08,3.38,3.88,3.61,4.19
"389421_LIN28B",3.6,4.01,3.89,3.82,4.58
"389792_IER5L",6.82,6.19,7.36,8.71,6.19
"390916_NUDT19",5.72,6.63,6.15,5.91,4.66
"391356_PTRHD1",6.53,7.36,5.89,5.64,6.47
"400451_FAM174B",5.76,4.17,4.24,4.41,5.65
"400713_ZNF880",3.72,4.44,3.81,4.09,3.98
"400916_CHCHD10",8.61,7.52,7.37,6.62,7.99
"401074_LINC00960",4.44,5.42,5.55,5.16,3.81
"401115_C4orf48",8.34,8.24,8.13,8.57,7.89
"401233_HTATSF1P2",3.45,4.62,3.46,4.29,3.08
"401397_LINC00998",4.37,3.76,4.76,2.4,3.52
"401466_C8orf59",6.21,6.72,6.38,6.74,6.11
"401505_TOMM5",8.2,9.96,9.12,10.31,8.36
"401548_SNX30",3.26,3.91,3.65,4.3,3.74
"404093_CUEDC1",5.58,6.5,6.52,5.8,7.63
"407975_MIR17HG",4.32,4.08,4.02,4.29,4.17
"440026_TMEM41B",4.09,5.53,4.42,4.79,4.16
"440145_MZT1",4.43,5.38,4.97,5.81,3.92
"440275_EIF2AK4",3.94,5.8,5.41,4.55,4.93
"440498_HSBP1L1",3.99,5.22,2.92,2.62,3.87
"440905_FAR2P1",3.76,2.23,3.85,2.61,3.08
"440957_SMIM4",7.13,8.71,8.15,8.09,6.83
"441478_NRARP",6.71,4.93,4.75,5.17,6.58
"441951_ZFAS1",8.46,8.81,8.57,8.85,8.3
"442720_EIF3IP1",7.08,7.64,8.37,7.51,7.48
"474344_GIMAP6",2.35,2.39,2.17,2.92,2.94
"493869_GPX8",4.24,7.19,7.95,7.09,5.91
"550643_LINC01420",6.19,6.55,6.68,5.13,7.41
"641638_SNHG6",9.04,9.34,9.47,10.21,9.4
"643155_SMIM15",7.41,7.94,8.04,7.66,7.6
"643911_CRNDE",8.02,7.75,7.3,7.5,8.16
"644538_SMIM10",2.93,2.85,4.51,4.52,2.8
"644844_PHGR1",3.56,2.96,3.06,2.9,2.98
"645323_LINC00461",3.62,3.3,3.04,3.43,3.47
"645513_LOC645513",6.23,4.57,5.01,4.48,6
"645638_WFDC21P",4.48,4.16,9.24,8.23,4.5
"645958_RPS18P9",4.55,4.65,4.37,3.79,4.84
"646576_HHIP-AS1",3.67,4.28,4.13,4.37,4.12
"646762_LOC646762",6.45,6.15,6.02,5.53,5.56
"646962_HRCT1",6.13,5.35,6.86,8.95,5.76
"652995_UCA1",5.54,5.27,4.56,5.28,5.41
"653121_ZBTB8A",4.03,4.69,5.56,5.16,4.1
"677838_SNORA61",5.86,6.63,6.76,6.3,6.1
"727936_GXYLT2",3.52,3.86,5.47,5,3.61
"729013_ZBED5-AS1",5.69,7.34,5.14,4.77,6.18
"100093630_SNHG8",8.72,8.75,7.34,7.23,8.74
"100127983_C8orf88",2.76,2.76,5.31,4.17,2.68
"100128252_ZNF667-AS1",6.1,5.38,5.94,7.51,5.87
"100128822_LINC01003",4.2,3.9,2.95,2.91,3.45
"100131187_TSTD1",6.9,5.95,3.66,6.11,8.59
"100131816_UBE2DNL",4.78,5.89,4.84,6.11,4.99
"100132288_TEKT4P2",7.9,6.84,7.02,7.47,8.05
"100133941_CD24",6.04,2.47,4.76,7.36,8.28
"100134040_LOC100134040",2.38,2.37,3.09,2.32,2.34
"100188893_TOMM6",9.62,10.37,8.5,9.27,9.34
"100272147_CMC4",6.87,7.88,6.87,7.48,7.4
"100287569_LINC00173",6.03,4.86,4.47,5.25,7.16
"100288911_LOC100288911",4.6,5.63,5.75,5.1,5.37
"100499467_LINC00673",4.11,4.52,4.53,4.35,4.08
"100505633_LINC01133",4.75,3.76,6.82,6.41,4.53
"100505650_LOC100505650",4.78,4.59,4.9,4.87,4.43
"100505817_LOC100505817",2.78,2.78,2.95,2.75,2.88
"100506305_LINC00958",2.92,2.81,4.6,3.08,2.76
"100506621_LINC01279",3.82,3.73,5.45,4.72,3.87
"100506639_LOC100506639",4.53,4.7,4.25,4.88,4.63
"100506783_HOXD-AS2",6.79,6.19,6.44,6.41,6.34
"100507246_SNHG16",9.53,10.19,9.5,9.51,9.51
"100507303_SNHG19",8.19,7.31,7.59,7.11,8.02
"100507321_ERVK13-1",3.88,4.11,4.56,4.31,3.91
"100507381_KCNQ5-IT1",4.04,6.23,4.83,4.92,4.66
"100507420_LINC01605",3.48,5.58,5.22,4.48,3.78
"100507588_TGFBR3L",6.95,7.27,7.52,6.2,7.59
"100652772_NNT-AS1",3.89,5.62,4.39,3.78,4.08
"100874032_PRRT3-AS1",4.57,4.17,5.74,4.1,4.5
"100885775_BANCR",4.81,3.9,3.86,3.96,4.17
"100996492_LINC01314",4.71,4.48,4.36,5.08,4.73
"101060264_FOXP4-AS1",4.14,4.93,4.5,3.67,3.74
"101928100_LOC101928100",3.69,3.89,3.67,3.89,3.86
"101928228_LOC101928228",5.53,7.08,5.68,6.45,5.74
"101928837_LOC101928837",4.91,3.76,3.7,3.44,3.11
"101929128_LOC101929128",5.53,5.42,5.75,5.51,5.58
"101929130_LOC101929130",5.91,6.57,6.36,7.51,7.55
"102723721_LOC102723721",4.63,5.02,4.91,4.78,5
